,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
5266,18/09/2024,LINNEN SUITE,"This double room of over 58 sqm, can sleep up to four adults on two queen sized beds.<br /> <br />A combination of antique and modern furniture adds to this turn of the century design twist. Amazingly restored fresco and stucco ceilings in both the rooms and bathroom, along with original floorboards, bring back the historic flair.<br /> <br />The strikingly painted rooms are separated by a sliding door and the bathroom is accessible through the second room only.<br /> <br />The balcony is accessible from the first room.","There are many nice cafes around our neighborhood and also shopping areas close by. The neighborhood is very popular in Berlin, many young people and families live here. It has a very nice and comfort atmosphere",https://a0.muscache.com/pictures/e3622bdc-1d73-4a36-b932-0a8170c55236.jpg,Antonio,30/03/2016,"Part owner of Linnen Berlin - Rooms and apartments. Living in Berlin since 1999. Originally from Vancouver, CDN.",within an hour,t,"['email', 'phone']",t,t,"Berlin, Germany",Room in boutique hotel,Hotel room,1 shared bath,"[""Patio or balcony"", ""Bed linens"", ""Portable fans"", ""Bathtub"", ""Fire extinguisher"", ""Clothing storage: dresser"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Heating"", ""Hot water"", ""Luggage dropoff allowed"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Shampoo""]",20/05/2019,t,18/09/2024,07/08/2024,"Legal entity name and Legal form: Ferreira Schmalenberg GbR <br/>Legal representatives or Trade register number: Antonio Ferreira <br/> Entity address: Eberswalder Str. 35, 10437, Berlin, Deutschland <br/>Listing address: Eberswalder Str. 35, 10437, Berlin, Deutschland",f,30392738.0,1.0,0.98,6.0,6.0,4.0,1.0,1.0,2.0,329.0,1.0,1125.0,0.0,0,0,38.0,11.0,0.0,4.89,4.87,4.87,4.87,4.97,4.95,4.82,0.58
5379,18/09/2024,centrovital Hotel Berlin,"Behind the historic brick facade of the former Schultheiss brewery, modern lightness combines with tradition. Warm, natural colours combined with high-quality woods create a feel-good atmosphere. 158 modern rooms and suites, equipped with all the advantages of a 4-star hotel, await you for your stay in the capital Berlin.","A quiet residential area in the suburb, about 15 minutes' walk to shops and restaurants",https://a0.muscache.com/pictures/a28acead-1966-4bc8-8d44-1162309868e0.jpg,Centrovital Hotel,09/01/2019,"I am an open minded partnered man. Love hiking, outdoor activities, theater, Latinamerica, cycling ",within an hour,t,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Room in hotel,Hotel room,1 private bath,"[""Dedicated workspace"", ""Body soap"", ""Bikes"", ""Elevator"", ""Heating"", ""Shared hot tub"", ""Shampoo"", ""Clothing storage: wardrobe"", ""Safe"", ""Shared patio or balcony"", ""Exterior security cameras on property"", ""Free street parking"", ""Bed linens"", ""Gym"", ""TV"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""EV charger"", ""Hangers"", ""Shower gel"", ""Room-darkening shades"", ""Wifi"", ""Essentials""]",20/05/2019,t,18/09/2024,10/08/2024,"Legal entity name and Legal form: centromed Berlin-Spandau Betribes GmbH &amp; Co.KG <br/>Legal representatives or Trade register number: J‚àö¬∫rgen Goerissen  - HRA34870 <br/> Entity address: Brauereihof 6, 13585, Berlin, Deutschland <br/>Listing address: Brauereihof 6, 13585, Berlin, Deutschland",t,31427501.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,109.0,1.0,30.0,13.0,38,340,97.0,7.0,0.0,4.64,4.64,4.81,4.69,4.68,4.45,4.49,1.42
5410,18/09/2024,Misty Forest Hotel-Apartment in Friedrichshain,"Located in the heart of Friedrichshain - one of the most popular and hip districts in Berlin - we offer urban comfort in modern but cosy spaces with a dream like atmosphere. Through choice of organic materials, colors and themes used, we integrate nature and landscapes into our contemporary spaces which accommodate 2-4 travelers each in two separate double bed rooms. The main focus on an exceptional sleeping experience.","Located in an typical over 100 year old Building next door to Berlin locals, the immediate vicinity offers various shops (supermarket, organic market, bakeries, etc.), as well as quirky boutiques, speciality shops, funky cafes and some of Berlins best restaurants. Prenzlauer Berg is located in the northern part of former East Berlin, borders on Mitte (walking distance) and Friedrichshain. Kreuzberg as well as Charlottenburg are also easily reached within minutes by public transport. Due to its attractive flair, diverse cultural, gastronomic scene and shopping as well as the green areas, this district has enjoyed a high level of popularity, especially in recent years and is often compared to New York‚Äö√Ñ√¥s Williamsburg.",https://a0.muscache.com/pictures/d7b74deb-64d0-4b6f-8d71-009d96f64ab2.jpg,Hanna,19/02/2018,"I'm a software developer who is into art and philisophy.

I love traveling whenever I can. I believe it gives me the freedom that I crave. Mostly I prefer to explore nature, and do retreats to disconnect from the luxuries of city life.",within an hour,t,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Room in serviced apartment,Hotel room,1 bath,"[""Crib"", ""Dedicated workspace"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Long term stays allowed"", ""Iron"", ""Heating"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Shampoo"", ""Paid parking off premises"", ""Kitchen"", ""Keypad"", ""Dishes and silverware"", ""TV"", ""Fire extinguisher"", ""Hair dryer"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Children\u2019s books and toys"", ""Wifi"", ""Essentials""]",20/05/2019,t,18/09/2024,26/08/2024,"Legal entity name and Legal form: UD Hospitality GmbH <br/>Legal representatives or Trade register number: HRB191799B <br/> Entity address: Sredzkistra‚àö√ºe 48, 10435, Berlin, Deutschland <br/>Listing address: B‚àö¬ßnschstr. 79, 10247, Berlin, Deutschland",t,32116312.0,1.0,0.99,7.0,8.0,4.0,1.0,1.0,2.0,264.0,2.0,60.0,2.0,22,322,116.0,3.7,2.0,4.76,4.65,4.73,4.87,4.73,4.73,4.53,1.7
5482,18/09/2024,Charming Single Room,"Our charming single rooms are your starting point to conquer our great Berlin!<br />The room is small and cozy, equipped with a box spring bed, desk, flat-screen TV, safe for your valuables and private bathroom.","In between are the tastiest currywurst or a souvenir from the Berlin coffee roastery, shopping at KaDeWe or a HopOn HopOff tour by bus?+<br />Everything just around the corner!",https://a0.muscache.com/pictures/miso/Hosting-32601803/original/8c439e77-f8db-4297-9caf-2d5c63afce83.jpeg,Daniel,07/10/2016,"I like travelling and using Airbnb, I am easy going and reliable.",within an hour,t,"['email', 'phone']",t,t,"Berlin, Germany",Room in hotel,Hotel room,1 private bath,"[""Dedicated workspace"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Paid parking off premises"", ""Lockbox"", ""TV with standard cable"", ""Bed linens"", ""Pets allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Cleaning available during stay"", ""Smoke alarm"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Backyard"", ""Essentials""]",20/05/2019,t,18/09/2024,04/03/2024,"Legal entity name and Legal form: Hotel Seifert Familie Zielke OHG <br/>Legal representatives or Trade register number: HRA 54564 B <br/> Entity address: Uhlandstr 162, 10719, Berlin, Berlin <br/>Listing address: Uhlandstr. 162, 10719, Berlin, Berlin",t,32601803.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,186.0,1.0,1125.0,6.0,19,160,24.0,6.0,0.0,4.58,4.79,4.71,4.79,4.88,4.79,4.71,0.41
5548,19/09/2024,Trendy Loft im Hotel Oderberger N‚àö¬ßhe Mauerpark,"The Oderberger is a listed former city bath in Berlin Prenzlauer - it opened in 2016 as a boutique hotel with 70 rooms as well as a fireplace. <br />The highlight is the historic swimming hall: please refer to the website for the opening hours.<br />Hotel Oderberger Berlin is located in the popular and trendy trendy district of Prenzlauer Berg on the border of Berlin Mitte, just a 5-minute walk to the Mauerpark!","Hotel Oderberger Berlin is located in the popular and trendy trendy district of Prenzlauer Berg on the border of Berlin Mitte, just a 5-minute walk to the Mauerpark!  Formerly a working and intellectual neighborhood, the neighborhood is now enjoying international flair with many cafes, restaurants, boutiques and galleries. The Kastanienallee, known by Berliners and international scene tourists as  ""Castingalley"", is just around the corner, as is the well-known Berlin Wall Memorial on Bernauer Stra‚àö√ºe and the world-famous Mauerpark with its flea market. Alexanderplatz is only 3 subway stations away.",https://a0.muscache.com/pictures/14baa34c-1fff-48bf-a9d7-4331dcf2a4fb.jpg,Hotel & Stadtbad Oderberger,28/08/2013,"Das Oderberger ist ein denkmalgesch‚àö¬∫tztes ehemaliges Stadtbad in Berlin Prenzlauer Berg - es er‚àö‚àÇffnete 2016 als Boutique Hotel mit 70 Zimmern, zwei Apartments und 5 Turmzimmer sowie Kaminbar. Highlight ist die historische Schwimmhalle.
 Fr‚àö¬∫hst‚àö¬∫ck kann f‚àö¬∫r 27‚Äö√á¬®pP/Nacht vor Ort hinzugebucht werden.",within an hour,t,"['email', 'phone']",t,t,"Berlin, Germany",Room in serviced apartment,Hotel room,1 bath,"[""Exercise equipment: elliptical, free weights, treadmill, yoga mat, workout bench"", ""Whirlpool stove"", ""Crib"", ""Dedicated workspace"", ""Elevator"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Heating"", ""Building staff"", ""Coffee maker"", ""Shampoo"", ""High chair"", ""Clothing storage: wardrobe"", ""Carbon monoxide alarm"", ""Safe"", ""Portable fans"", ""First aid kit"", ""Shared pool"", ""TV with standard cable"", ""Laundromat nearby"", ""Damana body soap"", ""Kitchen"", ""Bed linens"", ""Pets allowed"", ""Dishes and silverware"", ""Shared backyard \u2013 Not fully fenced"", ""Dishwasher"", ""Extra pillows and blankets"", ""Sound system"", ""Fire extinguisher"", ""Hair dryer"", ""Babysitter recommendations"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Microwave"", ""Children\u2019s books and toys"", ""Shower gel"", ""Ping pong table"", ""Paid parking on premises"", ""Wifi"", ""Essentials""]",20/05/2019,t,19/09/2024,03/07/2024,"Legal entity name and Legal form: Hotel Oderberger c/o GLS Sprachenzentrum <br/>Legal representatives or Trade register number: HRA 24131 <br/> Entity address: Oderberger Stra‚àö√ºe 57, Prenzlauer Berg, 10435, Berlin, Deutschland <br/>Listing address: Oderberger Stra‚àö√ºe 57, Prenzlauer Berg, 10435, Berlin, Deutschland",t,33508961.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,120.5,1.0,30.0,11.0,28,285,2.0,1.0,0.0,5.0,4.9,5.0,5.0,5.0,5.0,4.5,0.03
5644,18/09/2024,"Stylish, modern boutiquehotel room - Berlin Mitte","The stylish-designed apartment consists of a desk, flatscreen-TV and a seperate bathroom. We offer free WIFI in all our rooms. <br /><br />The option of getting a continental breakfast can be requested in our restaurant for a small additional charge or otherwise in a tiny cafe located a few houses further. <br />The apartment is conveniently situated less than 1km away from the official Berlin wall memorial, 1,9km towards the natural history museum and 2,2km to the Alexanderplatz.","Across the street from  Alexa shopping mall, a 5 minute walk from the famous Alexanderplatz, right at the heart of Berlin, with numerous  S and U Bahn train lines  right at your door, taking you to every corner of the city, and the river Spree across the street- where you can catch a boat and surround the enchanting city <br />A supermarket with fresh rolls every morning is in front of the house. <br />The place is at walking distance to many of the city's attraction (Museum's Island, Hackersche Hoffe, East - Side Gallery,  and more)",https://a0.muscache.com/pictures/miso/Hosting-34180989/original/8d960056-0b93-4680-9b44-14d939f41a10.jpeg,Laurenz,24/04/2019,-,within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Room in boutique hotel,Hotel room,1 private bath,"[""Bed linens"", ""Crib"", ""Pets allowed"", ""Hangers"", ""Wifi"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Self check-in"", ""TV with standard cable"", ""Smoke alarm"", ""Lockbox"", ""Essentials"", ""Shampoo""]",20/05/2019,t,18/09/2024,07/09/2024,"Legal entity name and Legal form: Jasper Gastronomie GmbH <br/>Legal representatives or Trade register number: Laurenz Jasper <br/> Entity address: Anklamerstra‚àö√ºe 27, 10115, Berlin, Deutschland <br/>Listing address: Anklamerstra‚àö√ºe 27, 10115, Berlin, Deutschland",f,34180989.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,88.0,1.0,1125.0,5.0,20,229,16.0,4.0,1.0,4.44,4.56,4.56,4.75,4.9,4.81,4.31,0.25
5654,19/09/2024,Retro Apartment im Boutique Hotel,"Located on the ground floor of Boutique Hotel Villa Kastania, this stylish retro apartment features a living/ sleeping area and adjoining kitchen (electric kettle available). Of course, a tub/shower bath is also included. <br />High-speed Wi-Fi is free of<br />charge. The highlight, however, is its own small furnished garden terrace.<br />P.S.: No extra beds or baby cots possible, one-time final cleaning included.","Our hotel is located in the beautiful Westend of Berlin near Theodor Heuss Square. Around us there are small shops, cafes and also supermarkets. Nice restaurants,  bars and also the cabaret the voles invite in the evening.",https://a0.muscache.com/pictures/18109bd6-27f0-4ff6-901b-029032e314e9.jpg,Team Der Villa Kastania,29/09/2016,Wir sind ein privat gef‚àö¬∫hrtes Boutique Hotel im Berliner Westend mit Wohlf‚àö¬∫hlcharakter.,within a day,f,"['email', 'phone', 'work_email']",t,f,"Berlin, Germany",Room in boutique hotel,Hotel room,1 private bath,"[""Crib"", ""Elevator"", ""Hangers"", ""TV"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Iron"", ""Heating"", ""Pool"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Shampoo"", ""Kitchen""]",20/05/2019,f,19/09/2024,31/07/2022,"Legal entity name and Legal form: Villa Kastania GmbH Hotel <br/>Legal representatives or Trade register number: HRB 14 650 <br/> Entity address: Kastanienallee 20, 14052, Berlin, Deutschland <br/>Listing address: Kastanienallee 20, 14052, Berlin, Deutschland",f,34668064.0,1.0,0.87,2.0,2.0,2.0,1.2,1.0,2.0,90.0,2.0,365.0,0.0,0,0,2.0,0.0,0.0,5.0,5.0,5.0,4.9,5.0,5.0,4.5,0.05
5655,18/09/2024,Chic boutique hotel room in the heart of Berlin,"The stylish-designed apartment consists of a desk, flatscreen-TV and a seperate bathroom. We offer free WIFI in all our rooms. <br /><br />The option of getting a continental breakfast can be requested in our restaurant for a small additional charge or otherwise in a tiny cafe located a few houses further. <br />The apartment is conveniently situated less than 1km away from the official Berlin wall memorial, 1,9km towards the natural history museum and 2,2km to the Alexanderplatz.","Our hotel is located in the beautiful Westend of Berlin near Theodor Heuss Square. Around us there are small shops, cafes and also supermarkets. Nice restaurants,  bars and also the cabaret the voles invite in the evening.",https://a0.muscache.com/pictures/ecf55a0b-0bcf-472c-b074-d9a700ff2b17.jpg,Laurenz,24/04/2019,Open minded and easy going :),within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Room in boutique hotel,Hotel room,1 private bath,"[""Bed linens"", ""Crib"", ""Pets allowed"", ""Hangers"", ""TV"", ""Hair dryer"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Self check-in"", ""Wifi"", ""Smoke alarm"", ""Lockbox"", ""Essentials"", ""Shampoo""]",20/05/2019,t,18/09/2024,05/08/2023,"Legal entity name and Legal form: Jasper Gastronomie GmbH <br/>Legal representatives or Trade register number: Laurenz Jasper <br/> Entity address: Anklamerstra‚àö√ºe 27, 10115, Berlin, Deutschland <br/>Listing address: Anklamerstra‚àö√ºe 27, 10115, Berlin, Deutschland",f,34181329.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,90.0,1.0,1125.0,4.0,15,224,15.0,0.0,0.0,4.93,4.8,4.87,4.93,4.87,4.93,4.67,0.25
5656,18/09/2024,"Whimsical, airy room in boutique hotel","The stylish-designed apartment consists of a desk, flatscreen-TV and a seperate bathroom. We offer free WIFI in all our rooms. <br /><br />The option of getting a continental breakfast can be requested in our restaurant for a small additional charge or otherwise in a tiny cafe located a few houses further. <br />The apartment is conveniently situated less than 1km away from the official Berlin wall memorial, 1,9km towards the natural history museum and 2,2km to the Alexanderplatz.","Our hotel is located in the beautiful Westend of Berlin near Theodor Heuss Square. Around us there are small shops, cafes and also supermarkets. Nice restaurants,  bars and also the cabaret the voles invite in the evening.",https://a0.muscache.com/pictures/59722f4e-486b-46e0-a716-e0a470ac8a95.jpg,Laurenz,24/04/2019,Open minded and easy going :),within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Room in boutique hotel,Hotel room,1 bath,"[""Crib"", ""Body soap"", ""Heating"", ""Carbon monoxide alarm"", ""Shampoo"", ""Lockbox"", ""TV with standard cable"", ""Bed linens"", ""Pets allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Hangers"", ""Shower gel"", ""Paid street parking off premises"", ""Wifi"", ""Essentials""]",20/05/2019,t,18/09/2024,19/08/2024,"Legal entity name and Legal form: Jasper Gastronomie GmbH <br/>Legal representatives or Trade register number: Laurenz Jasper <br/> Entity address: Anklamerstra‚àö√ºe 27, 10115, Berlin, Deutschland <br/>Listing address: Anklamerstra‚àö√ºe 27, 10115 , Berlin, Deutschland",f,34181769.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,94.0,1.0,1125.0,4.0,20,225,57.0,7.0,1.0,4.79,4.82,4.77,4.81,4.91,4.91,4.7,0.89
5690,19/09/2024,Penthouse Apartment mit Dachterrasse/Boutiquehotel,"Located on the 5th floor of Boutique Hotel Villa Kastania, this penthouse apartment features a bedroom, a living room with a work area, and an adjoining open kitchen (electric kettle available) with seating for two. A small, fine shower room is of course also included. <br />High-speed Wi-Fi is free of<br />charge. The highlight, however, is its own furnished roof terrace. <br />P.S.: No extra beds or cots possible, final cleaning included.","Our hotel is located in the beautiful Westend of Berlin near Theodor Heuss Square. Around us there are small shops, cafes and also supermarkets. Nice restaurants,  bars and also the cabaret the voles invite in the evening.",https://a0.muscache.com/pictures/miso/Hosting-34882152/original/08c77517-d262-4a20-b284-a3fdedbf14ab.jpeg,Team Der Villa Kastania,29/09/2016,Wir sind ein privat gef‚àö¬∫hrtes Boutique Hotel im Berliner Westend mit Wohlf‚àö¬∫hlcharakter.,within a day,f,"['email', 'phone', 'work_email']",t,f,"Berlin, Germany",Room in boutique hotel,Hotel room,1 private bath,"[""Crib"", ""Elevator"", ""Air conditioning"", ""Hangers"", ""TV"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Iron"", ""Heating"", ""Pool"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Shampoo"", ""Kitchen""]",20/05/2019,f,19/09/2024,01/01/2024,"Legal entity name and Legal form: Orbis Apartments GmbH <br/>Legal representatives or Trade register number: HRB 154335 B <br/> Entity address: Ritterstr.2a, 10969, Berlin, Deutschland <br/>Listing address: Rungestr.6, 10179, Berlin, Deutschland",f,34882152.0,1.0,1.0,2.0,2.0,2.0,1.2,1.0,2.0,259.0,92.0,365.0,0.0,0,0,0.0,0.0,0.0,4.9,4.8,4.9,4.9,4.8,4.8,4.9,0.4
5703,19/09/2024,"Spacious, full suite with natural light - Berlin","The quiet and modern apartment consists of three bedrooms with double beds and a huge living- and dining area. Additionally, the fully equipped kitchen unit can be used. WIFI can be used for free in all areas of the hotel and restaurant. Due to the spaciousness and many facilities offered, this apartment is ideal for smaller groups or families. <br />Breakfast, lunch or dinner are served in our restaurant situated next door everyday from 10am-10pm.","Here you value peace and quiet, please don't celebrate parties.",https://a0.muscache.com/pictures/54b4a518-7564-4015-97d2-1edd62d9bddb.jpg,Laurenz,24/04/2019,"Happy to invite you to my beautiful home! 
",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Room in boutique hotel,Hotel room,1 private bath,"[""Crib"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""High chair"", ""Shampoo"", ""Patio or balcony"", ""Lockbox"", ""TV with standard cable"", ""Kitchen"", ""Bed linens"", ""Pets allowed"", ""Dishes and silverware"", ""Dishwasher"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Essentials""]",20/05/2019,t,19/09/2024,18/02/2024,"Legal entity name and Legal form: Jasper Gastronomie GmbH <br/>Legal representatives or Trade register number: Laurenz Jasper <br/> Entity address: Anklamerstra‚àö√ºe 27, 10115, Berlin, Deutschland <br/>Listing address: Anklamerstra‚àö√ºe 27, 10115, Berlin, Deutschland",f,34908507.0,1.0,1.0,4.0,4.0,6.0,1.2,1.0,2.0,68.0,1.0,1125.0,8.0,29,247,35.0,1.0,0.0,4.77,4.74,4.8,4.97,4.83,4.91,4.6,0.54
5757,18/09/2024,"Top Angebot! Neu renoviert, m‚àö‚àÇbliert",Private studio apartment with kitchenette in beautiful new building. Everything newly refurbished. Free Wifi included. Cute private terrace. <br />Cleaner comes weekly to clean apartment and exchange bedding.,"Restaurant, bakery and petrol station within walking distance.<br />Lake within short walking distance and park across the street.",https://a0.muscache.com/pictures/miso/Hosting-35157832/original/09711496-dc90-4d1a-a31e-b3920bc5dcc8.jpeg,Janine,07/04/2019,I'm a tech entrepreneur splitting my time between Berlin and the United States. ,within a few hours,t,['phone'],t,t,"Berlin, Germany",Room in serviced apartment,Hotel room,1 private bath,"[""Private patio or balcony"", ""Cooking basics"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Heating"", ""Coffee maker"", ""Shampoo"", ""Outdoor furniture"", ""Free street parking"", ""Lockbox"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Induction stove"", ""Shower gel"", ""Wifi"", ""Essentials"", ""Mini fridge""]",20/05/2019,t,18/09/2024,06/07/2023,"First name and Last name: Berlin Hotels &amp; Residences GbR <br/> Contact address: Gatowerstr. 183, 13595, Berlin, Deutschland  <br/>Listing address: Gatowerstr. 183, 13595, Berlin, Deutschland ",f,35157832.0,1.0,0.75,1.8,2.6,2.0,1.0,1.0,0.0,183.0,6.0,730.0,23.0,53,358,6.0,0.0,0.0,4.67,4.83,4.67,4.83,4.67,4.5,4.33,0.2
5760,19/09/2024,NOMADS by Suite.030 . Designer Apartment for 2,"Experience our 55 sqm (581 sqf) ‚Äö√Ñ√∫PRETTY‚Äö√Ñ√π apartment and stay in the vivid heart of the city.<br />One bedroom including a foldable twin bed, one bathroom and a spacious living room with an adjacent open plan kitchen merge into a urban concept of relaxation and beauty. Treat yourself, explore the beautifully designed place with passion for detail and the spirit of playful elegance.","The apartment is located in the hip and attractive area of Berlin Mitte adjacent to Prenzlauer Berg. The area is a centre of Berlin start-up culture and has plenty to offer in terms of caffes, restaurants, bars and great shopping (in the lower part of Mitte). The well-known Mauer Park flea market is also a short walk away, as well as the Bernauer Str. Wall memorial.",https://a0.muscache.com/pictures/miso/Hosting-34531789/original/ab4e8cb7-4cb7-4318-8fa4-51c69244fa26.jpeg,Team Suite030,08/11/2016,"Suite.030 hat sich auf die Vermietung von m‚àö‚àÇblierten High-Class Apartments in Berlin spezialisiert, f‚àö¬∫r kurz und mittelfristige Aufenthalte. Jedes Apartment ist handverlesen, erf‚àö¬∫llt die h‚àö‚àÇchsten Anspr‚àö¬∫che und offiziellen Sterne-Kritieren und wird von uns rundum betreut.

Das Serviceteam
Unser Serviceteam k‚àö¬∫mmert sich pers‚àö‚àÇnlich um Ihren Check-in und Check-out und alles was das Apartment und die Planung Ihres Aufenthalts betrifft. Zudem steht Ihnen f‚àö¬∫r die Zeit des Aufenthalts unser Concierge Service zur Verf‚àö¬∫gung. 
",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Room in serviced apartment,Hotel room,1 private bath,"[""Dryer"", ""Crib"", ""Dedicated workspace"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Heating"", ""Coffee maker"", ""Carbon monoxide alarm"", ""High chair"", ""Shampoo"", ""First aid kit"", ""Washer"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Dishwasher"", ""TV"", ""Stove"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Refrigerator"", ""Hangers"", ""Paid parking on premises"", ""Wifi"", ""Essentials""]",20/05/2019,t,19/09/2024,21/04/2022,"First name and Last name: Kolja Stegemann, Suite.030 GmbH <br/> Contact address: Brunnenstra‚àö√ºe 49, 10115, Berlin, Deutschland <br/>Listing address: Bernauer Str. 25, 10115, Berlin, Deutschland",t,34531789.0,1.0,0.84,1.8,2.6,2.0,1.2,1.0,2.0,200.0,3.0,180.0,20.0,29,29,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0.05
